#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2     Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
      1     729.83111    0.010407677 3.0553604 0.95711161 0.022596034  0.1209664 1.0377088 0.057483043 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1228835e-09 67.156777     -26.094995        -26.094995 1511.8522   1511.8522
      4     730.55034    0.010407654 3.0548473 0.95679319 0.022595276 0.12131079 1.0404715 0.056337611 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1217944e-09 67.036451     -26.148953        -26.148953 1513.3986   1513.3986
      2     730.38848     0.01040756 3.0545286 0.95694739 0.022591386 0.12126342 1.0405843 0.056229064 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1211184e-09 67.046426     -26.152789        -26.152789 1513.0825   1513.0825
     13     730.37454    0.010407561 3.0545257 0.95694849 0.022591426 0.12126329  1.040594  0.05623275 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1211123e-09 67.046541     -26.152662        -26.152662 1513.0544   1513.0544
     27     730.94518    0.010407335  3.054394 0.95597506 0.022583053 0.12145657 1.0429529 0.056251804 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632  2.120833e-09 66.965442     -26.152004        -26.152004 1514.1944   1514.1944
      4     732.21573    0.010408112 3.0545844 0.95696484 0.022553972   0.120989 1.0463232 0.055721602 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1212367e-09 67.128617      -26.16779         -26.16779  1516.767    1516.767
     51     730.55003    0.010408115 3.0545554  0.9564751 0.022543166 0.12109186 1.0517327 0.056210089 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1211753e-09 67.084217     -26.153437        -26.153437 1513.4069   1513.4069
     14     730.37641     0.01040815 3.0542544 0.95652742  0.02254641 0.12110718 1.0525809 0.056205986 3.1839231 1.6991106 7.2242365 2.0194541 4.4356405 2.3267813 3.1046632 2.1205368e-09 67.082789     -26.153576        -26.153576   1513.06     1513.06
      2     730.34187     0.01040815 3.0542544 0.95652742  0.02254641 0.12110718 1.0525809 0.056205986  3.184347 1.7059553 7.2268408 2.0195569 4.4337136 2.3271483  3.103524 2.1205368e-09 67.082789     -26.153576        -26.153576 1512.9909   1512.9909
      5     730.39726     0.01040815 3.0542544 0.95652742  0.02254641 0.12110718 1.0525809 0.056205986 3.1843263 1.7054078 7.2276741 2.0195553 4.4313455 2.3263173 3.1035243 2.1205368e-09 67.082789     -26.153576        -26.153576 1513.1017   1513.1017
      1      728.4257    0.010408328 3.0515081 0.95744991  0.02246998 0.12140767 1.0435719 0.054332293 3.1843263 1.7054078 7.2276741 2.0195553 4.4313455 2.3263173 3.1035243 2.1147212e-09 66.921732     -26.184135        -26.184135 1509.2197   1509.2197
     39      728.0549    0.010408468 3.0515908 0.95750614 0.022472058  0.1214825 1.0424267 0.054346119 3.1843263 1.7054078 7.2276741 2.0195553 4.4313455 2.3263173 3.1035243 2.1148962e-09 66.902351     -26.184151        -26.184151 1508.4781   1508.4781
      3     728.01085    0.010408542 3.0510742 0.95758659 0.022469055 0.12147416 1.0452821 0.054948972 3.1843263 1.7054078 7.2276741 2.0195553 4.4313455 2.3263173 3.1035243 2.1138039e-09 66.905194     -26.181351        -26.181351 1508.3844   1508.3844
      6     727.25549    0.010408416 3.0508108 0.95782747 0.022475825  0.1216118 1.0463107 0.054238597 3.1843263 1.7054078 7.2276741 2.0195553 4.4313455 2.3263173 3.1035243 2.1132471e-09 66.859251     -26.183934        -26.183934 1506.8788   1506.8788
     28     727.18968    0.010408416 3.0508108 0.95782747 0.022475825  0.1216118 1.0463107 0.054238597 3.1881233 1.7399919 7.2104955 2.0191892 4.4468443  2.324672 3.1046624 2.1132471e-09 66.859251     -26.183934        -26.183934 1506.7472   1506.7472
     30     726.97033    0.010408415 3.0507905 0.95781341 0.022475694 0.12162162  1.046312 0.054303631 3.1881233 1.7399919 7.2104955 2.0191892 4.4468443  2.324672 3.1046624 2.1132042e-09 66.855744     -26.184091        -26.184091 1506.3088   1506.3088
     45     726.29392    0.010408776 3.0508132 0.95810187  0.02249275 0.12196231 1.0383066 0.054300653 3.1881233 1.7399919 7.2104955 2.0191892 4.4468443  2.324672 3.1046624 2.1132523e-09 66.765026     -26.184086        -26.184086  1504.956    1504.956
      6      725.3327    0.010408951 3.0483163  0.9581079 0.022522441 0.12133948 1.0382579 0.053740567 3.1881233 1.7399919 7.2104955 2.0191892 4.4468443  2.324672 3.1046624 2.1079822e-09 67.009504     -26.180098        -26.180098 1503.0256   1503.0256
     23     723.67803     0.01040854 3.0509079 0.96245985 0.022514507  0.1206185 1.0501107 0.057067758 3.1881233 1.7399919 7.2104955 2.0191892 4.4468443  2.324672 3.1046624 2.1134523e-09 67.238671     -26.117403        -26.117403 1499.5909   1499.5909
     11      723.0558    0.010408964 3.0511204 0.96113392  0.02249942 0.12052842 1.0479008 0.056810546 3.1881233 1.7399919 7.2104955 2.0191892 4.4468443  2.324672 3.1046624 2.1139015e-09 67.271651     -26.129658        -26.129658 1498.3709   1498.3709
 9 723.40635 0.010408964 3.0511204 0.96113392  0.02249942 0.12052842 1.0479008 0.056810546 3.1903176 1.7417123 7.2121043 2.0199587 4.4396687  2.322752 3.1065503 2.1139015e-09 67.271651 -26.129658 -26.129658  1499.072  1499.072
