#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2      Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
     58     716.71808    0.010407262 3.0469506 0.96695464 0.022240523  0.1217411 0.98256038 0.055452744 3.3214613 1.7088665 7.0474449 2.0572315 4.6743594  2.249715 3.0894901 2.1051054e-09 66.581915      -26.17378         -26.17378 1485.7837   1485.7837
     11     716.73266    0.010407262 3.0469506 0.96695464 0.022240523  0.1217411 0.98256038 0.055452744 3.3211253 1.7058373 7.0467999 2.0570147 4.6745056 2.2479789 3.0888506 2.1051054e-09 66.581915      -26.17378         -26.17378 1485.8129   1485.8129
      1     716.08412    0.010407262 3.0469506 0.96695464 0.022240523  0.1217411 0.98256038 0.055452744 3.3085464 1.7234023 7.0580218 2.0560496 4.6764252 2.2481878 3.0900878 2.1051054e-09 66.581915      -26.17378         -26.17378 1484.5158   1484.5158
      1      717.2754    0.010407566  3.047439 0.96687751 0.022267251 0.12203278 0.97171584  0.05553734 3.3085464 1.7234023 7.0580218 2.0560496 4.6764252 2.2481878 3.0900878 2.1061337e-09 66.514092     -26.172042        -26.172042 1486.8949   1486.8949
     23     717.12311    0.010407547 3.0475544  0.9667579 0.022266907 0.12204786 0.97187807 0.055570292 3.3085464 1.7234023 7.0580218 2.0560496 4.6764252 2.2481878 3.0900878 2.1063769e-09 66.507997     -26.171328        -26.171328 1486.5889   1486.5889
     13     717.09314    0.010407547 3.0475544  0.9667579 0.022266907 0.12204786 0.97187807 0.055570292 3.3084078 1.7175101 7.0574096 2.0563392 4.6719217 2.2478714 3.0898149 2.1063769e-09 66.507997     -26.171328        -26.171328 1486.5289   1486.5289
      1     715.24152    0.010408012 3.0480084 0.96596737 0.022289125 0.12173546  1.0154619 0.056731246 3.3084078 1.7175101 7.0574096 2.0563392 4.6719217 2.2478714 3.0898149 2.1073333e-09 66.648905     -26.133187        -26.133187 1482.7494   1482.7494
      1     712.34321    0.010407515 3.0484133  0.9616576 0.022358112 0.12142197  1.0084533 0.055118804 3.3084078 1.7175101 7.0574096 2.0563392 4.6719217 2.2478714 3.0898149 2.1081867e-09 66.797117     -26.179331        -26.179331 1477.0451   1477.0451
     31     713.28989     0.01040868 3.0512219 0.96345237 0.022402183 0.12068227   1.000634 0.058045755 3.3084078 1.7175101 7.0574096 2.0563392 4.6719217 2.2478714 3.0898149  2.114116e-09 67.128256     -26.059469        -26.059469 1478.6987   1478.6987
      4      713.0335     0.01040868 3.0512219 0.96345237 0.022402183 0.12068227   1.000634 0.058045755 3.2975572   1.79088 7.0544652 2.0553377 4.6403085 2.2582165 3.0882846  2.114116e-09 67.128256     -26.059469        -26.059469 1478.1859   1478.1859
